code,current,name,gender,function,category,country_code,country,country_long,disciplines,events,birth_date
1533246,TRUE,PEDRERO Ofelia,Female,Coach,C,MEX,Mexico,Mexico,Artistic Swimming,Team,28-03-1988
1535775,TRUE,RADHI SHENAISHIL,Male,Head Coach,C,IRQ,Iraq,Iraq,Football,Men,01-07-1965
1536055,TRUE,AFLAKIKHAMSEH Majid,Male,Coach,C,IRI,IR Iran,Islamic Republic of Iran,Taekwondo,,26-08-1973
1536059,TRUE,YOUSEFY Mehrdad,Male,Coach,C,IRI,IR Iran,Islamic Republic of Iran,Taekwondo,,12-06-1972
1536060,TRUE,MADDAH Minoo,Female,Coach,C,IRI,IR Iran,Islamic Republic of Iran,Taekwondo,,17-05-1976
1536328,TRUE,LOFTUS Adriana,Female,Coach,C,MEX,Mexico,Mexico,Artistic Swimming,Team,28-06-1958
1538313,TRUE,FERRARA Fernando,Male,Head Coach,C,ARG,Argentina,Argentina,Hockey,,24-07-1968
1538315,TRUE,GULLA Alejandra,Female,Assistant Coach,C,ARG,Argentina,Argentina,Hockey,Women,04-07-1977
1538317,TRUE,CAPURRO Santiago,Male,Assistant Coach,C,ARG,Argentina,Argentina,Hockey,,08-04-1975
1538745,TRUE,RONCONI Mariano,Male,Head Coach,C,ARG,Argentina,Argentina,Hockey,,
1538748,TRUE,PAULON Ezequiel,Male,Assistant Coach,C,ARG,Argentina,Argentina,Hockey,,
1538751,TRUE,VILA Matias,Male,Assistant Coach,C,ARG,Argentina,Argentina,Hockey,,
1539598,TRUE,KHEIRKHAH HAJIRASOULIAN Mohammadre.,Male,Coach,C,IRI,IR Iran,Islamic Republic of Iran,Artistic Gymnastics,,27-06-1965
1540258,TRUE,DAVIS DIAZ David,Male,Coach,C,MEX,Mexico,Mexico,Taekwondo,,07-10-1977
1540259,TRUE,MENDOZA MORA Abel,Male,Coach,C,MEX,Mexico,Mexico,Taekwondo,,26-02-1988
1540260,TRUE,VICTORIA ESPINOSA de los Alfonso,Male,Coach,C,MEX,Mexico,Mexico,Taekwondo,,01-02-1985
1540522,TRUE,MILANO Guillermo,Male,Head Coach,C,ARG,Argentina,Argentina,Handball,Men,08-02-1973
1540638,TRUE,GOMEZ CORA Santiago,Male,Head Coach,C,ARG,Argentina,Argentina,Rugby Sevens,Men,25-07-1978
1540639,TRUE,GRAVANO Leonardo,Male,Assistant Coach,C,ARG,Argentina,Argentina,Rugby Sevens,Men,30-08-1973
1540840,TRUE,FILIORIANU Ana Luiza,Female,Coach,C,ROU,Romania,Romania,Rhythmic Gymnastics,,10-07-1999
1542341,TRUE,SMAILI Badr,Male,Coach,C,MAR,Morocco,Morocco,Taekwondo,,07-05-1993
1542904,TRUE,OCEGUERA ORNELAS Pavel,Male,Coach,C,MEX,Mexico,Mexico,Artistic Gymnastics,,10-09-1971
1542908,TRUE,VALENZUELA GOMEZ Maria,Female,Coach,C,MEX,Mexico,Mexico,Artistic Gymnastics,,23-07-1976
1542913,TRUE,MEZA PADILLA Jose,Male,Coach,C,MEX,Mexico,Mexico,Artistic Gymnastics,,25-01-1977
1542973,TRUE,AGUILAR ROJAS Blajaith,Female,Coach,C,MEX,Mexico,Mexico,Rhythmic Gymnastics,,30-09-1991
1542976,TRUE,FURALEV Vladislav,Male,Coach,C,MEX,Mexico,Mexico,Rhythmic Gymnastics,,04-01-1970
1543567,TRUE,UPTON Patrick Anthony Howard,Male,Coach,C,IND,India,India,Hockey,,05-11-1968
1543570,TRUE,SCHOPMAN Johanna Dorothea Maria,Female,Coach,C,IND,India,India,Hockey,,26-04-1977
1543575,TRUE,HALKETT Rhett Kennedy,Male,Assistant Coach,C,IND,India,India,Hockey,,02-05-1986
1543576,TRUE,FULTON Craig Arthur,Male,Head Coach,C,IND,India,India,Hockey,,06-11-1974
1543577,TRUE,FARRY Anthony James,Male,Coach,C,IND,India,India,Hockey,,13-07-1973
1544157,TRUE,THORPE Karen,Female,Coach,C,GBR,Great Britain,Great Britain,Artistic Swimming,Duet,21-04-1973
1544158,TRUE,TOMOMATSU Yumiko,Female,Coach,C,GBR,Great Britain,Great Britain,Artistic Swimming,Duet,21-07-1972
1544489,TRUE,CURRAN Orlaith,Female,Assistant Coach,C,IRL,Ireland,Ireland,Rugby Sevens,Women,08-08-1990
1545106,TRUE,NASKAR Arup,Male,Coach,C,IND,India,India,Hockey,,05-05-1983
1545139,TRUE,CHINNASAMY Ashok Kumar,Male,Coach,C,IND,India,India,Hockey,,24-04-1991
1545947,TRUE,BUSNARI Alberto,Male,Coach,C,ITA,Italy,Italy,Artistic Gymnastics,,04-10-1978
1545949,TRUE,COCCIARO Giuseppe,Male,Coach,C,ITA,Italy,Italy,Artistic Gymnastics,,05-08-1959
1545950,TRUE,FORTUNA Marco,Male,Coach,C,ITA,Italy,Italy,Artistic Gymnastics,,06-06-1961
1545955,TRUE,BERGAMELLI Monica Roberta,Female,Coach,C,ITA,Italy,Italy,Artistic Gymnastics,,24-05-1984
1546310,TRUE,CHIRILCENCO Marc Michel,Male,Coach,C,ALG,Algeria,Algeria,Artistic Gymnastics,,24-04-1968
1546312,TRUE,HAMICI Saad Eddine,Male,Coach,C,ALG,Algeria,Algeria,Artistic Gymnastics,,06-09-1970
1546698,TRUE,HERRANZ MARTIN Miguel Angel,Male,Coach,C,ESP,Spain,Spain,Taekwondo,,02-04-1964
1546699,TRUE,RAMAL MUNOZ Jesus,Male,Coach,C,ESP,Spain,Spain,Taekwondo,,01-09-1968
1546700,TRUE,SEIJO GIEBELS Christian Jaime,Male,Coach,C,ESP,Spain,Spain,Taekwondo,,27-03-1977
1546701,TRUE,TOLEDO AROCA Antonio,Male,Coach,C,ESP,Spain,Spain,Taekwondo,,08-06-1977
1546702,TRUE,YAGUE ENRIQUE Brigida,Female,Coach,C,ESP,Spain,Spain,Taekwondo,,15-03-1981
1548427,TRUE,JONES Gilmar,Male,Coach,C,SUR,Suriname,Suriname,Taekwondo,,26-01-1986
1548848,TRUE,DIMITROVA Vesela,Female,Coach,C,BUL,Bulgaria,Bulgaria,Rhythmic Gymnastics,,28-10-1975
1548875,TRUE,STOYNEVA Yasena,Female,Coach,C,BUL,Bulgaria,Bulgaria,Rhythmic Gymnastics,,10-11-1988
1548895,TRUE,MARKOVA Branimira,Female,Coach,C,BUL,Bulgaria,Bulgaria,Rhythmic Gymnastics,,01-10-1973
1548902,TRUE,PAMUKOVA Mariyana,Female,Coach,C,BUL,Bulgaria,Bulgaria,Rhythmic Gymnastics,,22-08-1982
1548919,TRUE,IVANOVA Valentina,Female,Coach,C,BUL,Bulgaria,Bulgaria,Rhythmic Gymnastics,,29-05-1977
1549452,TRUE,LEE Eui Yong,Male,Coach,C,GAM,Gambia,Gambia,Taekwondo,,09-02-1971
1550038,TRUE,ARILL Samuel,Male,Assistant Coach,C,PUR,Puerto Rico,Puerto Rico,Basketball,Women,24-08-1975
1550039,TRUE,MORALES OTERO Carlos,Male,Assistant Coach,C,PUR,Puerto Rico,Puerto Rico,Basketball,Women,30-08-1958
1550047,TRUE,BATISTA Gerardo,Male,Coach,C,PUR,Puerto Rico,Puerto Rico,Basketball,Women,21-12-1970
1550196,TRUE,COTUTIU Florin,Male,Coach,C,ROU,Romania,Romania,Artistic Gymnastics,,13-03-1975
1550198,TRUE,JONES Daymon,Male,Coach,C,ROU,Romania,Romania,Artistic Gymnastics,,05-06-1975
1550199,TRUE,KIENS Patrick,Male,Coach,C,ROU,Romania,Romania,Artistic Gymnastics,,05-05-1971
1550201,TRUE,MOROSAN Corina,Female,Coach,C,ROU,Romania,Romania,Artistic Gymnastics,,14-09-1967
1550203,TRUE,VOINEA Camelia,Female,Coach,C,ROU,Romania,Romania,Artistic Gymnastics,,02-03-1970
1550267,TRUE,BERBECAR Marius,Male,Coach,C,ROU,Romania,Romania,Artistic Gymnastics,,15-05-1985
1552001,TRUE,LIU Tsung-Ta,Male,Coach,C,TPE,Chinese Taipei,Chinese Taipei,Taekwondo,,10-10-1974
1555083,TRUE,GEORGALLAS Irodotos,Male,Coach,C,CYP,Cyprus,Cyprus,Artistic Gymnastics,,14-12-1977
1555113,TRUE,PETRIDIS Panagiotis,Male,Coach,C,CYP,Cyprus,Cyprus,Artistic Gymnastics,,06-05-1964
1555115,TRUE,FLANNERY Eimear,Female,Assistant Coach,C,IRL,Ireland,Ireland,Rugby Sevens,Men,02-02-1982
1555131,TRUE,SHIPPI Panayiotis,Male,Coach,C,CYP,Cyprus,Cyprus,Artistic Gymnastics,,25-03-1982
1555182,TRUE,TRIKOMITI Chrystalleni,Female,Coach,C,CYP,Cyprus,Cyprus,Rhythmic Gymnastics,,30-11-1993
1556249,TRUE,DEACU George,Male,Assistant Coach,C,ROU,Romania,Romania,Water Polo,Men,24-11-1984
1556255,TRUE,RATH Bogdan,Male,Head Coach,C,ROU,Romania,Romania,Water Polo,Men,28-06-1972
1557013,TRUE,ARIAS Ramon,Male,Coach,C,CHI,Chile,Chile,Taekwondo,,18-08-1956
1559048,TRUE,WIBERG Johanna,Female,Assistant Coach,C,SWE,Sweden,Sweden,Handball,Women,06-09-1983
1559066,TRUE,FORSBERG Thomas,Male,Assistant Coach,C,SWE,Sweden,Sweden,Handball,Women,04-09-1980
1559067,TRUE,AXNER Tomas,Male,Head Coach,C,SWE,Sweden,Sweden,Handball,Women,30-11-1969
1560169,TRUE,DIOVOL Alioune,Male,Coach,C,SEN,Senegal,Senegal,Taekwondo,,19-06-1979
1561282,TRUE,da ROCHA Cristiano,Male,Head Coach,C,BRA,Brazil,Brazil,Handball,Women,10-06-1981
1561719,TRUE,ALTENBURG Valentin,Male,Head Coach,C,GER,Germany,Germany,Hockey,,04-06-1981
1561732,TRUE,HENNING Andre,Male,Head Coach,C,GER,Germany,Germany,Hockey,,03-12-1983
1561734,TRUE,SCHMITZ Johannes,Male,Assistant Coach,C,GER,Germany,Germany,Hockey,,23-03-1988
1561740,TRUE,ARKELL Robin,Male,Coach,C,GER,Germany,Germany,Hockey,,18-05-1988
1561741,TRUE,GADEMAN Pasha,Male,Assistant Coach,C,GER,Germany,Germany,Hockey,,06-03-1988
1562260,TRUE,WEIDINGER Markus,Male,Coach,C,AUT,Austria,Austria,Taekwondo,,25-12-1984
1562563,TRUE,SOLBERG Glenn,Male,Head Coach,C,SWE,Sweden,Sweden,Handball,Men,18-02-1972
1562564,TRUE,SVENSSON Tomas,Male,Assistant Coach,C,SWE,Sweden,Sweden,Handball,Men,15-02-1968
1562566,TRUE,APELGREN Michael,Male,Assistant Coach,C,SWE,Sweden,Sweden,Handball,Men,20-08-1984
1562778,TRUE,TANKOUCHEV Milko,Male,Coach,C,BUL,Bulgaria,Bulgaria,Artistic Gymnastics,,15-12-1958
1562790,TRUE,YANEV Filip,Male,Coach,C,BUL,Bulgaria,Bulgaria,Artistic Gymnastics,,10-03-1982
1562963,TRUE,WINIARSKI Michal,Male,Head Coach,C,GER,Germany,Germany,Volleyball,Men,28-09-1983
1562973,TRUE,RANNER Thomas,Male,Assistant Coach,C,GER,Germany,Germany,Volleyball,Men,31-07-1987
1562974,TRUE,POSMYK Dominik,Male,Assistant Coach,C,GER,Germany,Germany,Volleyball,Men,12-08-1995
1563661,TRUE,SALLAH Mariama M.,Female,Coach,C,GAM,Gambia,Gambia,Taekwondo,,17-01-1975
1563956,TRUE,TUMILTY Mark,Male,Head Coach,C,IRL,Ireland,Ireland,Hockey,,
1563966,TRUE,TOTH Balazs,Male,Coach,C,GER,Germany,Germany,Taekwondo,,31-08-1983
1564287,TRUE,QUSAI MUNIR,Male,Assistant Coach,C,IRQ,Iraq,Iraq,Football,Men,12-04-1980
1564321,TRUE,CRUZ LOPEZ Jose L,Male,Assistant Coach,C,PUR,Puerto Rico,Puerto Rico,Basketball,Men,03-10-1969
1564323,TRUE,COLON Nelson,Male,Coach,C,PUR,Puerto Rico,Puerto Rico,Basketball,Men,24-01-1978
1564325,TRUE,CRUZ Rafael,Male,Assistant Coach,C,PUR,Puerto Rico,Puerto Rico,Basketball,Men,14-08-1979
1564413,TRUE,BESHEER Gamal,Male,Coach,C,EGY,Egypt,Egypt,Artistic Gymnastics,,30-10-1970
1564469,TRUE,MOHAMED Ahmed,Male,Coach,C,EGY,Egypt,Egypt,Artistic Gymnastics,,26-11-1986
1564470,TRUE,ABDELMEGUID Zakaria,Male,Coach,C,EGY,Egypt,Egypt,Artistic Gymnastics,,23-02-1975
1564477,TRUE,MOHAMED Mayar,Female,Coach,C,EGY,Egypt,Egypt,Rhythmic Gymnastics,,14-07-1992
1564481,TRUE,HUSSEIN Noha,Female,Coach,C,EGY,Egypt,Egypt,Rhythmic Gymnastics,,09-02-1988
1565043,TRUE,MOUNDOUNGA KOMBILA Stephane,Male,Coach,C,GAB,Gabon,Gabon,Taekwondo,,07-11-1986
1565143,TRUE,MLADENOVA Albena,Female,Coach,C,AUT,Austria,Austria,Artistic Swimming,Duet,10-06-1964
1565591,TRUE,AL-ASSAF Faris,Male,Coach,C,JOR,Jordan,Jordan,Taekwondo,,21-11-1981
1565609,TRUE,ALSADEQ Yazan,Male,Coach,C,JOR,Jordan,Jordan,Taekwondo,,29-06-1993
1565612,TRUE,ALJALLAD Riham,Female,Coach,C,JOR,Jordan,Jordan,Taekwondo,,06-05-1983
1565657,TRUE,KRAVCHENKO Sergiy,Male,Assistant Coach,C,UKR,Ukraine,Ukraine,Football,,24-04-1983
1565672,TRUE,ROTAN Ruslan,Male,Head Coach,C,UKR,Ukraine,Ukraine,Football,Men,
1565759,TRUE,SIREKANYAN Gurgen,Male,Coach,C,JOR,Jordan,Jordan,Artistic Gymnastics,,15-11-1981
1566325,TRUE,FREHSE Gabriele,Female,Coach,C,AUT,Austria,Austria,Artistic Gymnastics,,25-10-1960
1566746,TRUE,SAHIN Ali,Male,Coach,C,TUR,TÃ¼rkiye,TÃ¼rkiye,Taekwondo,,02-06-1967
1566749,TRUE,TAZEGUL Servet,Male,Coach,C,TUR,TÃ¼rkiye,TÃ¼rkiye,Taekwondo,,26-09-1988
1567065,TRUE,BABEL Vincent,Male,Coach,C,SUR,Suriname,Suriname,Taekwondo,,26-06-1975
1568152,TRUE,GOKTEKIN Yilmaz,Male,Coach,C,TUR,TÃ¼rkiye,TÃ¼rkiye,Artistic Gymnastics,,01-01-1972
1568153,TRUE,NURI Tufan,Male,Coach,C,TUR,TÃ¼rkiye,TÃ¼rkiye,Artistic Gymnastics,,01-01-1991
1568648,TRUE,GOJKOVIC Vladimir,Male,Head Coach,C,MNE,Montenegro,Montenegro,Water Polo,Men,29-01-1981
1569994,TRUE,TOMAS Toni,Male,Coach,C,GBR,Great Britain,Great Britain,Taekwondo,,17-12-1980
1569995,TRUE,LAURA Veljko,Male,Coach,C,CRO,Croatia,Croatia,Taekwondo,,12-08-1984
1569996,TRUE,MESAROV Dejan,Male,Coach,C,CRO,Croatia,Croatia,Taekwondo,,06-07-1983
1572261,TRUE,GALAMBOS Bence,Male,Coach,C,HUN,Hungary,Hungary,Taekwondo,,30-11-1992
1572269,TRUE,MARTON Luana,Female,Coach,C,HUN,Hungary,Hungary,Taekwondo,,16-02-2006
1572364,TRUE,SALIM Gergely,Male,Coach,C,HUN,Hungary,Hungary,Taekwondo,,01-04-1972
1572370,TRUE,SALIM Sharif Gergely,Male,Coach,C,HUN,Hungary,Hungary,Taekwondo,,26-02-2002
1572373,TRUE,MIKKONEN Suvi,Female,Coach,C,HUN,Hungary,Hungary,Taekwondo,,11-07-1988
1572650,TRUE,ROUSSEAUX Emile,Male,Head Coach,C,FRA,France,France,Volleyball,Women,03-04-1961
1572652,TRUE,ANDRE Felix,Male,Assistant Coach,C,FRA,France,France,Volleyball,Women,19-03-1987
1572654,TRUE,GAUTHIER Charles,Male,Assistant Coach,C,FRA,France,France,Volleyball,Women,31-12-1981
1573466,TRUE,TOUPANE Jean Aime,Male,Coach,C,FRA,France,France,Basketball,Women,12-01-1958
1573467,TRUE,MELAIN Catherine,Female,Assistant Coach,C,FRA,France,France,Basketball,Women,19-05-1974
1573468,TRUE,GAUTIER David,Male,Assistant Coach,C,FRA,France,France,Basketball,,08-01-1980
1573469,TRUE,HALIN Gregory,Male,Coach,C,FRA,France,France,Basketball,,12-04-1972
1573470,TRUE,LEONARD Christophe,Male,Coach,C,FRA,France,France,Basketball,,03-01-1990
1573668,TRUE,COLLET Vincent,Male,Coach,C,FRA,France,France,Basketball,Men,06-06-1963
1573669,TRUE,DONNADIEU Pascal,Male,Assistant Coach,C,FRA,France,France,Basketball,Men,29-05-1964
1573670,TRUE,ATKINSON Kenny,Male,Assistant Coach,C,FRA,France,France,Basketball,Men,02-06-1967
1573671,TRUE,NELHOMME Ruddy,Male,Coach,C,FRA,France,France,Basketball,,15-03-1972
1573672,TRUE,GOMIS Joseph,Male,Coach,C,FRA,France,France,Basketball,,02-07-1978
1574076,TRUE,CIAMARRA Roberto,Male,Assistant Coach,C,FRA,France,France,Volleyball,Men,30-03-1982
1574080,TRUE,GEILER Loic,Male,Assistant Coach,C,FRA,France,France,Volleyball,Men,14-04-1984
1574082,TRUE,GIANI Andrea,Male,Head Coach,C,FRA,France,France,Volleyball,Men,22-04-1970
1830240,TRUE,WENG Shih-Hang,Male,Coach,C,TPE,Chinese Taipei,Chinese Taipei,Artistic Gymnastics,,20-10-1982
1835894,TRUE,TSAI Heng-Cheng,Male,Coach,C,TPE,Chinese Taipei,Chinese Taipei,Artistic Gymnastics,,03-10-1978
1878950,TRUE,SANTARELLI Daniele,Male,Head Coach,C,TUR,TÃ¼rkiye,TÃ¼rkiye,Volleyball,Women,08-06-1981
1878952,TRUE,FLISI Diego,Male,Assistant Coach,C,TUR,TÃ¼rkiye,TÃ¼rkiye,Volleyball,Women,09-05-1979
1878956,TRUE,ZOTTA Andrea,Male,Assistant Coach,C,TUR,TÃ¼rkiye,TÃ¼rkiye,Volleyball,Women,27-12-1994
1879044,TRUE,VATANSEVER Recep,Male,Assistant Coach,C,TUR,TÃ¼rkiye,TÃ¼rkiye,Volleyball,Women,17-01-1991
1879645,TRUE,DARET Jerome,Male,Head Coach,C,FRA,France,France,Rugby Sevens,Men,26-12-1974
1879871,TRUE,KRUMBHOLZ Olivier,Male,Head Coach,C,FRA,France,France,Handball,Women,12-07-1958
1879872,TRUE,GARDILLOU Sebastien,Male,Assistant Coach,C,FRA,France,France,Handball,Women,29-08-1975
1879875,TRUE,LEYNAUD Amandine,Female,Assistant Coach,C,FRA,France,France,Handball,Women,02-05-1986
1880219,TRUE,GALKIN Evgeniy,Male,Coach,C,UZB,Uzbekistan,Uzbekistan,Artistic Gymnastics,,08-07-1952
1880226,TRUE,ABDUSAMATOV Khusniddin,Male,Coach,C,UZB,Uzbekistan,Uzbekistan,Artistic Gymnastics,,08-04-1996
1880388,TRUE,MWEMA Kevin,Male,Head Coach,C,KEN,Kenya,Kenya,Rugby Sevens,Men,08-10-1985
1880389,TRUE,AMONDE Andrew,Male,Assistant Coach,C,KEN,Kenya,Kenya,Rugby Sevens,Men,25-12-1983
1880390,TRUE,KISIA Louis,Male,Assistant Coach,C,KEN,Kenya,Kenya,Rugby Sevens,Men,03-09-1986
1880620,TRUE,HRUBESCH Horst,Male,Head Coach,C,GER,Germany,Germany,Football,Women,17-04-1951
1880626,TRUE,CARLSON Britta,Female,Assistant Coach,C,GER,Germany,Germany,Football,Women,03-03-1978
1880629,TRUE,FUCHS Michael,Male,Goalkeeper Coach,C,GER,Germany,Germany,Football,Women,04-01-1970
1880639,TRUE,NOERENBERG Thomas,Male,Assistant Coach,C,GER,Germany,Germany,Football,Women,25-12-1963
1880657,TRUE,MUKHAMEDOVA Rano,Female,Coach,C,UZB,Uzbekistan,Uzbekistan,Rhythmic Gymnastics,,24-04-1989
1880659,TRUE,VLASOVA Liliya,Female,Coach,C,UZB,Uzbekistan,Uzbekistan,Rhythmic Gymnastics,,26-06-1981
1887640,TRUE,KHAN Pavel,Male,Coach,C,UZB,Uzbekistan,Uzbekistan,Taekwondo,,08-12-1984
1887642,TRUE,RAFALOVICH Maksim,Male,Coach,C,UZB,Uzbekistan,Uzbekistan,Taekwondo,,13-05-1990
1887644,TRUE,KHAN Vladimir,Male,Coach,C,UZB,Uzbekistan,Uzbekistan,Taekwondo,,06-12-1984
1887648,TRUE,BAYKUZIYEV Jasur,Male,Coach,C,UZB,Uzbekistan,Uzbekistan,Taekwondo,,04-09-1986
1888131,TRUE,PAKKAN Saim,Male,Assistant Coach,C,SRB,Serbia,Serbia,Volleyball,Women,27-03-1989
1888241,TRUE,NISHIIRI Toshihiro,Male,Goalkeeper Coach,C,JPN,Japan,Japan,Football,,03-09-1977
1888242,TRUE,IKEDA Futoshi,Male,Head Coach,C,JPN,Japan,Japan,Football,Women,04-10-1970
1888246,TRUE,MIYAMOTO Tomomi,Female,Assistant Coach,C,JPN,Japan,Japan,Football,,31-12-1978
1888338,TRUE,MENEZES Jude,Male,Head Coach,C,JPN,Japan,Japan,Hockey,,08-05-1971
1888344,TRUE,OZAWA Kazuyuki,Male,Assistant Coach,C,JPN,Japan,Japan,Hockey,,27-02-1979
1888372,TRUE,ERSIMSEK Ahmetcan,Male,Assistant Coach,C,SRB,Serbia,Serbia,Volleyball,Women,13-05-1992
1888498,TRUE,ROTHMAN Neville,Male,Assistant Coach,C,IRL,Ireland,Ireland,Hockey,,13-06-1977
1891425,TRUE,GELLE Noemi Katalin,Female,Coach,C,HUN,Hungary,Hungary,Rhythmic Gymnastics,,29-09-1975
1891653,TRUE,NAGANUMA Atsushi,Male,Assistant Coach,C,JPN,Japan,Japan,Water Polo,Men,22-09-1982
1891659,TRUE,HAZUI Shota,Male,Assistant Coach,C,JPN,Japan,Japan,Water Polo,Men,30-09-1986
1891667,TRUE,SHIOTA Yoshinori,Male,Head Coach,C,JPN,Japan,Japan,Water Polo,Men,12-08-1982
1891684,TRUE,KAWAI Mayo,Female,Coach,C,JPN,Japan,Japan,Artistic Swimming,,01-11-1991
1891686,TRUE,KASHIMA Tomoyo,Female,Coach,C,JPN,Japan,Japan,Artistic Swimming,Team,17-02-1995
1891688,TRUE,NAKAJIMA Takako,Female,Coach,C,JPN,Japan,Japan,Artistic Swimming,Team,25-09-1986
1892047,TRUE,KAPADZE Timur,Male,Head Coach,C,UZB,Uzbekistan,Uzbekistan,Football,Men,05-09-1981
1892050,TRUE,CHIGODAEV Sergey,Male,Assistant Coach,C,UZB,Uzbekistan,Uzbekistan,Football,,28-06-1987
1893216,TRUE,GILLE Guillaume,Male,Head Coach,C,FRA,France,France,Handball,Men,
1893217,TRUE,MATHE Erick,Male,Assistant Coach,C,FRA,France,France,Handball,Men,23-07-1971
1893323,TRUE,ALONSO TAPIA Rosendo,Male,Coach,C,FRA,France,France,Taekwondo,,03-10-1979
1893324,TRUE,ALONSO TAPIA Gulsah,Female,Coach,C,FRA,France,France,Taekwondo,,15-09-1980
1893325,TRUE,JUNG Woomin,Male,Coach,C,FRA,France,France,Taekwondo,,09-04-1986
1894657,TRUE,WILLE Jonas,Male,Head Coach,C,NOR,Norway,Norway,Handball,Men,20-05-1976
1894659,TRUE,EGE Steinar,Male,Assistant Coach,C,NOR,Norway,Norway,Handball,Men,10-04-1972
1894661,TRUE,BOQUIST Martin,Male,Assistant Coach,C,NOR,Norway,Norway,Handball,Men,02-02-1977
1894662,TRUE,OLSSON Mats,Male,Assistant Coach,C,NOR,Norway,Norway,Handball,Women,12-01-1960
1894663,TRUE,HERGEIRSSON Thorir,Male,Head Coach,C,NOR,Norway,Norway,Handball,Women,27-04-1964
1894666,TRUE,LARSEN Tonje,Female,Assistant Coach,C,NOR,Norway,Norway,Handball,Women,26-01-1975
1894756,TRUE,JOERGENSEN Michael,Male,Coach,C,NOR,Norway,Norway,Taekwondo,,05-01-1963
1895149,TRUE,DRASOCZKY Imre,Male,Coach,C,HUN,Hungary,Hungary,Artistic Gymnastics,,15-11-1968
1895269,TRUE,BRUUN Michael,Male,Assistant Coach,C,DEN,Denmark,Denmark,Handball,Men,08-10-1970
1895270,TRUE,JOERGENSEN Lars,Male,Assistant Coach,C,DEN,Denmark,Denmark,Handball,Women,03-02-1978
1895275,TRUE,KRONBORG Henrik,Male,Assistant Coach,C,DEN,Denmark,Denmark,Handball,Men,16-06-1970
1895276,TRUE,JACOBSEN Nikolaj,Male,Head Coach,C,DEN,Denmark,Denmark,Handball,Men,22-11-1971
1895279,TRUE,JENSEN Jesper,Male,Head Coach,C,DEN,Denmark,Denmark,Handball,Women,30-10-1977
1895408,TRUE,SOYEZ Frederic,Male,Head Coach,C,FRA,France,France,Hockey,,11-02-1978
1895409,TRUE,SALA Ramon,Male,Assistant Coach,C,FRA,France,France,Hockey,,08-08-1971
1895410,TRUE,LOMBI Jorge,Male,Assistant Coach,C,FRA,France,France,Hockey,,01-11-1971
1895517,TRUE,SZUCS Robert,Male,Coach,C,HUN,Hungary,Hungary,Artistic Gymnastics,,10-11-1972
1895520,TRUE,TRENKA Janos,Male,Coach,C,HUN,Hungary,Hungary,Artistic Gymnastics,,07-10-1979
1896158,TRUE,HARVEY Mike,Male,Coach,C,GBR,Great Britain,Great Britain,Taekwondo,,21-09-1989
1896160,TRUE,MAIZEROI Torann,Male,Coach,C,GBR,Great Britain,Great Britain,Taekwondo,,01-04-1989
1896164,TRUE,MILLER Nelson,Male,Coach,C,GBR,Great Britain,Great Britain,Taekwondo,,18-11-1965
1896167,TRUE,STAMPER Martin,Male,Coach,C,GBR,Great Britain,Great Britain,Taekwondo,,21-08-1986
1896246,TRUE,POLJAKOVA Shanna,Female,Coach,C,GER,Germany,Germany,Artistic Gymnastics,,12-09-1960
1896251,TRUE,BELENKI Valeri,Male,Coach,C,GER,Germany,Germany,Artistic Gymnastics,,05-09-1969
1896252,TRUE,CATANOIU Grigore,Male,Coach,C,GER,Germany,Germany,Artistic Gymnastics,,28-12-1969
1896253,TRUE,BRYLOK Hubert,Male,Coach,C,GER,Germany,Germany,Artistic Gymnastics,,10-02-1960
1896258,TRUE,TEMME Kay,Male,Coach,C,GER,Germany,Germany,Artistic Gymnastics,,16-08-1971
1896262,TRUE,PFEFFER Camilla,Female,Coach,C,GER,Germany,Germany,Rhythmic Gymnastics,,24-01-1993
1896275,TRUE,RASKINA Yuliya,Female,Coach,C,GER,Germany,Germany,Rhythmic Gymnastics,,09-04-1982
1896279,TRUE,CAMICIOTTI Giacomo,Male,Coach,C,GER,Germany,Germany,Artistic Gymnastics,,20-05-1985
1896290,TRUE,DUNAVSKA MINEKOVA Kameliya,Female,Coach,C,GER,Germany,Germany,Rhythmic Gymnastics,,21-04-1969
1896562,TRUE,PARECKI Antoni Jerzy,Male,Assistant Coach,C,JPN,Japan,Japan,Handball,Men,13-06-1960
1896698,TRUE,SNYMAN Philip,Male,Head Coach,C,RSA,South Africa,South Africa,Rugby Sevens,Men,26-03-1987
1896700,TRUE,LUCKAN Ghafoer,Male,Assistant Coach,C,RSA,South Africa,South Africa,Rugby Sevens,Men,18-12-1985
1897091,TRUE,GONZALEZ NUNEZ Arlen,Male,Coach,C,CUB,Cuba,Cuba,Taekwondo,,26-05-1974
1897234,TRUE,SHARABI Yechiam,Male,Coach,C,ISR,Israel,Israel,Taekwondo,,27-08-1978
1897292,TRUE,BLECHER SIDOROVA Svetlana,Female,Coach,C,ISR,Israel,Israel,Artistic Swimming,Duet,17-06-1965
1897395,TRUE,ABDELRAHMAN Osama,Male,Coach,C,EGY,Egypt,Egypt,Taekwondo,,27-11-1973
1897398,TRUE,YOUSSEF Mohamed,Male,Coach,C,EGY,Egypt,Egypt,Taekwondo,,05-03-1977
1897518,TRUE,ZAITSEVA Olesia,Female,Coach,C,UKR,Ukraine,Ukraine,Artistic Swimming,Duet,08-11-1974
